"TeamChartDetailD","TeamChartID","UPCID","DieRoll","ResultCodeID","Yards","OutOfBounds"
948434,950,61,1,1,"0",0
948435,950,61,2,3,"0",0
948436,950,61,3,14,"20",0
948437,950,61,4,4,"0",0
948438,950,61,5,16,"99",0
948439,950,62,1,1,"0",0
948440,950,62,2,4,"0",0
948441,950,62,3,14,"24",0
948442,950,62,4,1,"0",0
948443,950,62,5,3,"0",0
948444,950,63,1,1,"0",0
948445,950,63,2,1,"2",0
948446,950,63,3,4,"0",0
948447,950,63,4,14,"27",0
948448,950,63,5,5,"7",0
948449,950,64,10,1,"66",0
948450,950,64,11,1,"70",0
948451,950,64,12,1,"58",0
948452,950,64,13,1,"75",0
948453,950,64,14,1,"75",0
948454,950,64,15,1,"70",0
948455,950,64,16,1,"57",0
948456,950,64,17,1,"62",0
948457,950,64,18,1,"69",0
948458,950,64,19,1,"70",0
948459,950,64,20,7,"5",0
948460,950,64,21,1,"74",0
948461,950,64,22,1,"56",0
948462,950,64,23,1,"75",0
948463,950,64,24,1,"66",0
948464,950,64,25,1,"71",0
948465,950,64,26,1,"67",0
948466,950,64,27,1,"70",0
948467,950,64,28,1,"73",0
948468,950,64,29,1,"61",0
948469,950,64,30,1,"55",0
948470,950,64,31,1,"70",0
948471,950,64,32,1,"72",0
948472,950,64,33,1,"60",0
948473,950,64,34,1,"65",0
948474,950,64,35,1,"68",0
948475,950,64,36,1,"64",0
948476,950,64,37,1,"63",0
948477,950,64,38,1,"59",0
948478,950,64,39,1,"70",0
948479,950,65,10,1,"23",0
948480,950,65,11,1,"48",0
948481,950,65,12,1,"12",0
948482,950,65,13,1,"15",0
948483,950,65,14,5,"19",0
948484,950,65,15,1,"16",0
948485,950,65,16,1,"18",0
948486,950,65,17,1,"28",0
948487,950,65,18,1,"23",0
948488,950,65,19,1,"23",0
948489,950,65,20,1,"23",0
948490,950,65,21,1,"8",0
948491,950,65,22,1,"23",0
948492,950,65,23,1,"18",0
948493,950,65,24,1,"31",0
948494,950,65,25,1,"22",0
948495,950,65,26,1,"27",0
948496,950,65,27,5,"15",0
948497,950,65,28,1,"23",0
948498,950,65,29,1,"23",0
948499,950,65,30,1,"24",0
948500,950,65,31,1,"23",0
948501,950,65,32,1,"19",0
948502,950,65,33,1,"17",0
948503,950,65,34,1,"18",0
948504,950,65,35,1,"25",0
948505,950,65,36,1,"20",0
948506,950,65,37,1,"44",0
948507,950,65,38,7,"10",0
948508,950,65,39,1,"34",0
948509,950,66,10,1,"56",0
948510,950,66,11,11,"-21",0
948511,950,66,12,7,"5",0
948512,950,66,13,1,"40",0
948513,950,66,14,1,"38",1
948514,950,66,15,1,"0",0
948515,950,66,16,1,"51",0
948516,950,66,17,7,"10",0
948517,950,66,18,1,"52",0
948518,950,66,19,1,"50",0
948519,950,66,20,6,"5",0
948520,950,66,21,1,"62",0
948521,950,66,22,1,"37",0
948522,950,66,23,1,"56",0
948523,950,66,24,1,"49",0
948524,950,66,25,1,"34",0
948525,950,66,26,7,"5",0
948526,950,66,27,1,"35",0
948527,950,66,28,1,"71",0
948528,950,66,29,1,"51",0
948529,950,66,30,7,"15",0
948530,950,66,31,1,"46",0
948531,950,66,32,1,"45",0
948532,950,66,33,1,"54",0
948533,950,66,34,1,"41",0
948534,950,66,35,1,"48",0
948535,950,66,36,1,"42",0
948536,950,66,37,1,"51",0
948537,950,66,38,1,"55",0
948538,950,66,39,6,"15",0
948539,950,67,10,22,"0",0
948540,950,67,11,1,"20",0
948541,950,67,12,1,"19",0
948542,950,67,13,1,"10",0
948543,950,67,14,1,"16",0
948544,950,67,15,1,"9",0
948545,950,67,16,1,"12",0
948546,950,67,17,22,"0",0
948547,950,67,18,22,"0",0
948548,950,67,19,22,"0",0
948549,950,67,20,1,"1",0
948550,950,67,21,1,"17",0
948551,950,67,22,1,"15",0
948552,950,67,23,22,"0",0
948553,950,67,24,22,"0",0
948554,950,67,25,1,"8",0
948555,950,67,26,1,"5",0
948556,950,67,27,22,"0",0
948557,950,67,28,22,"0",0
948558,950,67,29,22,"0",0
948559,950,67,30,1,"14",0
948560,950,67,31,22,"0",0
948561,950,67,32,22,"0",0
948562,950,67,33,1,"20",0
948563,950,67,34,1,"11",0
948564,950,67,35,1,"6",0
948565,950,67,36,22,"0",0
948566,950,67,37,22,"0",0
948567,950,67,38,22,"0",0
948568,950,67,39,22,"0",0
948569,950,68,10,1,"32",0
948570,950,68,11,1,"34",0
948571,950,68,12,1,"34",0
948572,950,68,13,1,"32",0
948573,950,68,14,1,"36",0
948574,950,68,15,1,"36",0
948575,950,68,16,1,"32",0
948576,950,68,17,1,"32",0
948577,950,68,18,13,"0",0
948578,950,68,19,1,"32",0
948579,950,68,20,1,"32",0
948580,950,68,21,1,"36",0
948581,950,68,22,1,"34",0
948582,950,68,23,1,"34",0
948583,950,68,24,1,"37",0
948584,950,68,25,1,"37",0
948585,950,68,26,1,"36",0
948586,950,68,27,1,"36",0
948587,950,68,28,1,"32",0
948588,950,68,29,1,"32",0
948589,950,68,30,1,"37",0
948590,950,68,31,1,"37",0
948591,950,68,32,1,"39",0
948592,950,68,33,1,"39",0
948593,950,68,34,1,"39",0
948594,950,68,35,1,"39",0
948595,950,68,36,1,"39",0
948596,950,68,37,1,"34",0
948597,950,68,38,1,"37",0
948598,950,68,39,1,"32",0
948599,950,69,10,1,"-1",0
948600,950,69,11,1,"0",0
948601,950,69,12,1,"19",0
948602,950,69,13,1,"2",0
948603,950,69,14,1,"19",0
948604,950,69,15,1,"46",0
948605,950,69,16,1,"0",0
948606,950,69,17,1,"0",0
948607,950,69,18,1,"46",0
948608,950,69,19,1,"0",0
948609,950,69,20,1,"0",0
948610,950,69,21,1,"0",0
948611,950,69,22,1,"13",0
948612,950,69,23,1,"19",0
948613,950,69,24,1,"15",0
948614,950,69,25,1,"46",0
948615,950,69,26,1,"15",0
948616,950,69,27,1,"0",0
948617,950,69,28,1,"0",0
948618,950,69,29,1,"0",0
948619,950,69,30,1,"0",0
948620,950,69,31,1,"0",0
948621,950,69,32,1,"0",0
948622,950,69,33,1,"2",0
948623,950,69,34,1,"-1",0
948624,950,69,35,1,"6",0
948625,950,69,36,1,"13",0
948626,950,69,37,1,"0",0
948627,950,69,38,1,"0",0
948628,950,69,39,1,"0",0
948629,950,70,10,1,"49",1
948630,950,70,11,1,"60",0
948631,950,70,12,1,"80",0
948632,950,70,13,1,"60",0
948633,950,70,14,1,"17",0
948634,950,70,15,1,"49",1
948635,950,70,16,1,"80",0
948636,950,70,17,1,"13",1
948637,950,70,18,1,"13",1
948638,950,70,19,1,"13",0
948639,950,70,20,1,"13",0
948640,950,70,21,1,"26",0
948641,950,70,22,1,"34",1
948642,950,70,23,1,"17",0
948643,950,70,24,1,"14",0
948644,950,70,25,1,"20",0
948645,950,70,26,1,"16",1
948646,950,70,27,1,"18",0
948647,950,70,28,1,"13",0
948648,950,70,29,1,"13",0
948649,950,70,30,1,"15",0
948650,950,70,31,1,"19",0
948651,950,70,32,1,"14",0
948652,950,70,33,1,"19",0
948653,950,70,34,1,"18",0
948654,950,70,35,1,"23",0
948655,950,70,36,1,"13",0
948656,950,70,37,1,"13",0
948657,950,70,38,1,"23",0
948658,950,70,39,1,"13",1
948659,950,71,10,1,"7",1
948660,950,71,11,5,"-11",0
948661,950,71,12,1,"-7",0
948662,950,71,13,1,"10",1
948663,950,71,14,1,"-8",0
948664,950,71,15,1,"2",0
948665,950,71,16,1,"10",1
948666,950,71,17,1,"15",1
948667,950,71,18,5,"-15",0
948668,950,71,19,1,"-7",0
948669,950,71,20,1,"-8",0
948670,950,71,21,1,"-11",0
948671,950,71,22,1,"11",0
948672,950,71,23,1,"4",1
948673,950,71,24,1,"-5",0
948674,950,71,25,5,"-7",0
948675,950,71,26,1,"-6",0
948676,950,71,27,1,"13",0
948677,950,71,28,1,"-8",0
948678,950,71,29,1,"-2",0
948679,950,71,30,1,"0",0
948680,950,71,31,1,"3",0
948681,950,71,32,1,"-4",0
948682,950,71,33,1,"-1",0
948683,950,71,34,1,"-7",0
948684,950,71,35,1,"7",0
948685,950,71,36,1,"-9",0
948686,950,71,37,5,"-9",0
948687,950,71,38,1,"-3",0
948688,950,71,39,1,"5",0
948689,950,72,10,13,"0",0
948690,950,72,11,13,"0",0
948691,950,72,12,13,"0",0
948692,950,72,13,12,"0",0
948693,950,72,14,12,"0",0
948694,950,72,15,12,"0",0
948695,950,72,16,12,"0",0
948696,950,72,17,12,"0",0
948697,950,72,18,12,"0",0
948698,950,72,19,12,"0",0
948699,950,72,20,12,"0",0
948700,950,72,21,12,"0",0
948701,950,72,22,12,"0",0
948702,950,72,23,12,"0",0
948703,950,72,24,12,"0",0
948704,950,72,25,12,"0",0
948705,950,72,26,12,"0",0
948706,950,72,27,12,"0",0
948707,950,72,28,13,"0",0
948708,950,72,29,13,"0",0
948709,950,72,30,13,"0",0
948710,950,72,31,13,"0",0
948711,950,72,32,13,"0",0
948712,950,72,33,13,"0",0
948713,950,72,34,13,"0",0
948714,950,72,35,13,"0",0
948715,950,72,36,13,"0",0
948716,950,72,37,13,"0",0
948717,950,72,38,13,"0",0
948718,950,72,39,13,"0",0
948719,950,73,10,12,"0",0
948720,950,73,11,12,"0",0
948721,950,73,12,12,"0",0
948722,950,73,13,12,"0",0
948723,950,73,14,12,"0",0
948724,950,73,15,12,"0",0
948725,950,73,16,12,"0",0
948726,950,73,17,12,"0",0
948727,950,73,18,12,"0",0
948728,950,73,19,13,"0",0
948729,950,73,20,12,"0",0
948730,950,73,21,12,"0",0
948731,950,73,22,12,"0",0
948732,950,73,23,12,"0",0
948733,950,73,24,12,"0",0
948734,950,73,25,12,"0",0
948735,950,73,26,12,"0",0
948736,950,73,27,12,"0",0
948737,950,73,28,12,"0",0
948738,950,73,29,12,"0",0
948739,950,73,30,12,"0",0
948740,950,73,31,12,"0",0
948741,950,73,32,12,"0",0
948742,950,73,33,12,"0",0
948743,950,73,34,13,"0",0
948744,950,73,35,12,"0",0
948745,950,73,36,12,"0",0
948746,950,73,37,12,"0",0
948747,950,73,38,12,"0",0
948748,950,73,39,12,"0",0
948749,950,103,1,1,"-2",0
948750,950,103,2,1,"0",0
948751,950,103,3,1,"-3",0
948752,950,103,4,1,"17",0
948753,950,103,5,1,"9",0
948754,950,104,1,1,"4",0
948755,950,104,2,1,"0",0
948756,950,104,3,1,"0",0
948757,950,104,4,1,"-6",0
948758,950,104,5,1,"16",0
948759,950,106,1,1,"0",0
948760,950,106,2,1,"0",0
948761,950,106,3,12,"0",0
948762,950,106,4,1,"0",0
948763,950,106,5,1,"0",0
948764,950,107,1,14,"3",0
948765,950,107,2,1,"0",0
948766,950,107,3,1,"4",0
948767,950,107,4,14,"5",0
948768,950,107,5,1,"-3",0
948769,950,108,10,1,"0",0
948770,950,108,11,1,"0",0
948771,950,108,12,1,"0",0
948772,950,108,13,1,"0",0
948773,950,108,14,1,"0",0
948774,950,108,15,1,"0",0
948775,950,108,16,1,"0",0
948776,950,108,17,1,"0",0
948777,950,108,18,1,"0",0
948778,950,108,19,1,"1",0
948779,950,108,20,1,"0",0
948780,950,108,21,1,"0",0
948781,950,108,22,1,"0",0
948782,950,108,23,1,"1",0
948783,950,108,24,1,"0",0
948784,950,108,25,1,"0",0
948785,950,108,26,1,"0",0
948786,950,108,27,1,"0",0
948787,950,108,28,1,"0",0
948788,950,108,29,1,"43",0
948789,950,108,30,1,"0",0
948790,950,108,31,2,"109",0
948791,950,108,32,1,"0",0
948792,950,108,33,1,"0",0
948793,950,108,34,1,"0",0
948794,950,108,35,1,"0",0
948795,950,108,36,1,"0",0
948796,950,108,37,1,"0",0
948797,950,108,38,1,"0",0
948798,950,108,39,1,"0",0
948799,950,109,10,1,"0",0
948800,950,109,11,1,"0",0
948801,950,109,12,1,"0",0
948802,950,109,13,1,"0",0
948803,950,109,14,1,"0",0
948804,950,109,15,1,"0",0
948805,950,109,16,1,"0",0
948806,950,109,17,1,"0",0
948807,950,109,18,1,"0",0
948808,950,109,19,1,"0",0
948809,950,109,20,1,"0",0
948810,950,109,21,1,"0",0
948811,950,109,22,1,"0",0
948812,950,109,23,1,"0",0
948813,950,109,24,1,"0",0
948814,950,109,25,1,"0",0
948815,950,109,26,13,"0",0
948816,950,109,27,1,"0",0
948817,950,109,28,1,"0",0
948818,950,109,29,1,"0",0
948819,950,109,30,1,"0",0
948820,950,109,31,1,"0",0
948821,950,109,32,1,"0",0
948822,950,109,33,1,"0",0
948823,950,109,34,1,"0",0
948824,950,109,35,1,"0",0
948825,950,109,36,1,"0",0
948826,950,109,37,1,"0",0
948827,950,109,38,1,"0",0
948828,950,109,39,1,"0",0
948829,950,110,10,1,"0",0
948830,950,110,11,25,"0",0
948831,950,110,12,25,"0",0
948832,950,110,13,25,"0",0
948833,950,110,14,25,"0",0
948834,950,110,15,25,"0",0
948835,950,110,16,25,"0",0
948836,950,110,17,25,"0",0
948837,950,110,18,25,"0",0
948838,950,110,19,25,"0",0
948839,950,110,20,25,"0",0
948840,950,110,21,25,"0",0
948841,950,110,22,25,"0",0
948842,950,110,23,25,"0",0
948843,950,110,24,1,"0",0
948844,950,110,25,1,"0",0
948845,950,110,26,1,"0",0
948846,950,110,27,1,"0",0
948847,950,110,28,1,"0",0
948848,950,110,29,1,"0",0
948849,950,110,30,1,"0",0
948850,950,110,31,1,"0",0
948851,950,110,32,1,"0",0
948852,950,110,33,1,"0",0
948853,950,110,34,1,"0",0
948854,950,110,35,1,"0",0
948855,950,110,36,1,"0",0
948856,950,110,37,1,"0",0
948857,950,110,38,1,"0",0
948858,950,110,39,1,"0",0
948859,950,111,10,25,"0",0
948860,950,111,11,1,"0",0
948861,950,111,12,1,"0",0
948862,950,111,13,25,"0",0
948863,950,111,14,25,"0",0
948864,950,111,15,25,"0",0
948865,950,111,16,25,"0",0
948866,950,111,17,25,"0",0
948867,950,111,18,25,"0",0
948868,950,111,19,25,"0",0
948869,950,111,20,25,"0",0
948870,950,111,21,25,"0",0
948871,950,111,22,25,"0",0
948872,950,111,23,1,"0",0
948873,950,111,24,1,"0",0
948874,950,111,25,1,"0",0
948875,950,111,26,1,"0",0
948876,950,111,27,1,"0",0
948877,950,111,28,1,"0",0
948878,950,111,29,1,"0",0
948879,950,111,30,1,"0",0
948880,950,111,31,1,"0",0
948881,950,111,32,1,"0",0
948882,950,111,33,1,"0",0
948883,950,111,34,1,"0",0
948884,950,111,35,1,"0",0
948885,950,111,36,1,"0",0
948886,950,111,37,1,"0",0
948887,950,111,38,1,"0",0
948888,950,111,39,1,"0",0
948889,950,112,10,25,"0",0
948890,950,112,11,1,"0",0
948891,950,112,12,25,"0",0
948892,950,112,13,25,"0",0
948893,950,112,14,25,"0",0
948894,950,112,15,25,"0",0
948895,950,112,16,25,"0",0
948896,950,112,17,25,"0",0
948897,950,112,18,25,"0",0
948898,950,112,19,25,"0",0
948899,950,112,20,25,"0",0
948900,950,112,21,25,"0",0
948901,950,112,22,25,"0",0
948902,950,112,23,1,"0",0
948903,950,112,24,1,"0",0
948904,950,112,25,1,"0",0
948905,950,112,26,1,"0",0
948906,950,112,27,1,"0",0
948907,950,112,28,1,"0",0
948908,950,112,29,1,"0",0
948909,950,112,30,1,"0",0
948910,950,112,31,1,"0",0
948911,950,112,32,1,"0",0
948912,950,112,33,1,"0",0
948913,950,112,34,1,"0",0
948914,950,112,35,1,"0",0
948915,950,112,36,1,"0",0
948916,950,112,37,1,"0",0
948917,950,112,38,1,"0",0
948918,950,112,39,1,"0",0
948919,950,113,10,26,"0",0
948920,950,113,11,26,"0",0
948921,950,113,12,26,"0",0
948922,950,113,13,1,"0",0
948923,950,113,14,26,"0",0
948924,950,113,15,26,"0",0
948925,950,113,16,26,"0",0
948926,950,113,17,26,"0",0
948927,950,113,18,26,"0",0
948928,950,113,19,26,"0",0
948929,950,113,20,26,"0",0
948930,950,113,21,26,"0",0
948931,950,113,22,26,"0",0
948932,950,113,23,26,"0",0
948933,950,113,24,26,"0",0
948934,950,113,25,26,"0",0
948935,950,113,26,26,"0",0
948936,950,113,27,26,"0",0
948937,950,113,28,26,"0",0
948938,950,113,29,26,"0",0
948939,950,113,30,26,"0",0
948940,950,113,31,26,"0",0
948941,950,113,32,1,"0",0
948942,950,113,33,1,"0",0
948943,950,113,34,1,"0",0
948944,950,113,35,1,"0",0
948945,950,113,36,1,"0",0
948946,950,113,37,1,"0",0
948947,950,113,38,1,"0",0
948948,950,113,39,1,"0",0
948949,950,114,10,1,"22",0
948950,950,114,11,1,"18",0
948951,950,114,12,1,"11",0
948952,950,114,13,1,"0",0
948953,950,114,14,1,"13",1
948954,950,114,15,1,"-2",0
948955,950,114,16,1,"12",0
948956,950,114,17,1,"-4",0
948957,950,114,18,1,"12",0
948958,950,114,19,1,"22",0
948959,950,114,20,1,"12",0
948960,950,114,21,1,"15",0
948961,950,114,22,1,"10",1
948962,950,114,23,1,"0",0
948963,950,114,24,1,"10",0
948964,950,114,25,1,"10",0
948965,950,114,26,1,"12",0
948966,950,114,27,1,"11",1
948967,950,114,28,1,"12",0
948968,950,114,29,1,"12",1
948969,950,114,30,1,"12",1
948970,950,114,31,1,"13",0
948971,950,114,32,1,"11",0
948972,950,114,33,1,"-1",0
948973,950,114,34,1,"16",0
948974,950,114,35,1,"14",0
948975,950,114,36,1,"11",0
948976,950,114,37,1,"21",1
948977,950,114,38,1,"12",0
948978,950,114,39,1,"-7",0
948979,951,1,10,1,"5",0
948980,951,1,11,1,"10",0
948981,951,1,12,1,"2",0
948982,951,1,13,7,"5",0
948983,951,1,14,1,"9",0
948984,951,1,15,1,"0",0
948985,951,1,16,1,"3",0
948986,951,1,17,1,"8",0
948987,951,1,18,1,"7",0
948988,951,1,19,7,"10",0
948989,951,1,20,1,"3",0
948990,951,1,21,1,"3",0
948991,951,1,22,1,"11",0
948992,951,1,23,1,"1",0
948993,951,1,24,1,"1",0
948994,951,1,25,1,"2",0
948995,951,1,26,1,"2",0
948996,951,1,27,1,"3",0
948997,951,1,28,1,"3",0
948998,951,1,29,6,"5",0
948999,951,1,30,1,"3",0
949000,951,1,31,1,"1",0
949001,951,1,32,1,"2",0
949002,951,1,33,1,"5",0
949003,951,1,34,1,"4",0
949004,951,1,35,1,"0",0
949005,951,1,36,1,"6",0
949006,951,1,37,1,"-1",0
949007,951,1,38,1,"3",0
949008,951,1,39,1,"-2",0
949009,951,2,10,1,"12",0
949010,951,2,11,1,"3",0
949011,951,2,12,7,"5",0
949012,951,2,13,1,"3",0
949013,951,2,14,1,"2",0
949014,951,2,15,1,"3",0
949015,951,2,16,1,"10",0
949016,951,2,17,1,"9",0
949017,951,2,18,1,"3",0
949018,951,2,19,10,"0",0
949019,951,2,20,1,"-2",0
949020,951,2,21,1,"0",0
949021,951,2,22,1,"-1",0
949022,951,2,23,1,"5",0
949023,951,2,24,1,"2",0
949024,951,2,25,1,"1",0
949025,951,2,26,1,"8",0
949026,951,2,27,1,"3",0
949027,951,2,28,7,"10",0
949028,951,2,29,6,"5",0
949029,951,2,30,1,"3",0
949030,951,2,31,1,"7",0
949031,951,2,32,1,"1",0
949032,951,2,33,10,"0",0
949033,951,2,34,1,"6",0
949034,951,2,35,1,"4",0
949035,951,2,36,1,"1",0
949036,951,2,37,1,"2",0
949037,951,2,38,1,"3",0
949038,951,2,39,1,"3",0
949039,951,3,10,1,"1",0
949040,951,3,11,1,"5",0
949041,951,3,12,7,"5",0
949042,951,3,13,1,"9",0
949043,951,3,14,1,"-2",1
949044,951,3,15,1,"2",0
949045,951,3,16,1,"11",0
949046,951,3,17,1,"5",0
949047,951,3,18,6,"15",0
949048,951,3,19,1,"12",1
949049,951,3,20,1,"1",0
949050,951,3,21,1,"7",1
949051,951,3,22,7,"10",0
949052,951,3,23,10,"0",0
949053,951,3,24,1,"-3",0
949054,951,3,25,1,"2",0
949055,951,3,26,1,"6",0
949056,951,3,27,1,"-6",0
949057,951,3,28,1,"3",0
949058,951,3,29,6,"5",0
949059,951,3,30,1,"1",0
949060,951,3,31,1,"3",0
949061,951,3,32,1,"0",0
949062,951,3,33,1,"5",0
949063,951,3,34,1,"-1",0
949064,951,3,35,10,"0",0
949065,951,3,36,1,"1",0
949066,951,3,37,1,"3",0
949067,951,3,38,1,"4",1
949068,951,3,39,1,"3",0
949069,951,4,10,1,"5",0
949070,951,4,11,1,"5",0
949071,951,4,12,1,"4",0
949072,951,4,13,7,"5",0
949073,951,4,14,1,"10",0
949074,951,4,15,1,"3",0
949075,951,4,16,1,"5",0
949076,951,4,17,1,"5",0
949077,951,4,18,1,"5",0
949078,951,4,19,10,"0",0
949079,951,4,20,1,"5",0
949080,951,4,21,1,"3",0
949081,951,4,22,5,"0",0
949082,951,4,23,1,"9",0
949083,951,4,24,1,"4",0
949084,951,4,25,1,"3",0
949085,951,4,26,1,"5",0
949086,951,4,27,1,"5",0
949087,951,4,28,1,"5",0
949088,951,4,29,1,"5",0
949089,951,4,30,1,"5",0
949090,951,4,31,1,"4",0
949091,951,4,32,1,"3",0
949092,951,4,33,1,"2",0
949093,951,4,34,1,"0",0
949094,951,4,35,1,"1",0
949095,951,4,36,1,"3",0
949096,951,4,37,1,"5",0
949097,951,4,38,1,"8",0
949098,951,4,39,6,"5",0
949099,951,5,10,1,"18",0
949100,951,5,11,1,"20",0
949101,951,5,12,3,"0",0
949102,951,5,13,4,"0",0
949103,951,5,14,1,"2",0
949104,951,5,15,7,"5",0
949105,951,5,16,7,"15",0
949106,951,5,17,1,"0",0
949107,951,5,18,6,"5",0
949108,951,5,19,4,"0",0
949109,951,5,20,6,"15",0
949110,951,5,21,1,"31",0
949111,951,5,22,1,"7",0
949112,951,5,23,1,"18",1
949113,951,5,24,1,"15",0
949114,951,5,25,1,"1",0
949115,951,5,26,1,"3",0
949116,951,5,27,7,"5",0
949117,951,5,28,1,"-1",0
949118,951,5,29,1,"8",0
949119,951,5,30,1,"-2",0
949120,951,5,31,4,"0",0
949121,951,5,32,1,"10",0
949122,951,5,33,1,"5",0
949123,951,5,34,1,"6",0
949124,951,5,35,4,"0",0
949125,951,5,36,1,"4",0
949126,951,5,37,4,"0",0
949127,951,5,38,4,"0",0
949128,951,5,39,1,"40",0
949129,951,6,10,6,"15",0
949130,951,6,11,6,"5X",0
949131,951,6,12,7,"5",0
949132,951,6,13,4,"0",0
949133,951,6,14,1,"2",0
949134,951,6,15,4,"0",0
949135,951,6,16,1,"1",1
949136,951,6,17,6,"5",0
949137,951,6,18,7,"10",0
949138,951,6,19,8,"5",0
949139,951,6,20,1,"0",0
949140,951,6,21,4,"0",0
949141,951,6,22,1,"13",0
949142,951,6,23,1,"4",0
949143,951,6,24,1,"9",0
949144,951,6,25,1,"5",0
949145,951,6,26,4,"0",0
949146,951,6,27,1,"11",1
949147,951,6,28,1,"5",0
949148,951,6,29,9,"0",0
949149,951,6,30,1,"12",0
949150,951,6,31,1,"7",1
949151,951,6,32,1,"8",0
949152,951,6,33,1,"6",0
949153,951,6,34,4,"0",0
949154,951,6,35,1,"13",0
949155,951,6,36,3,"0",0
949156,951,6,37,1,"3",0
949157,951,6,38,1,"10",0
949158,951,6,39,3,"0",0
949159,951,7,10,6,"5",0
949160,951,7,11,1,"18",0
949161,951,7,12,1,"22",1
949162,951,7,13,4,"0",0
949163,951,7,14,1,"12",0
949164,951,7,15,4,"0",0
949165,951,7,16,1,"16",0
949166,951,7,17,7,"5",0
949167,951,7,18,6,"15",0
949168,951,7,19,1,"20",0
949169,951,7,20,1,"10",0
949170,951,7,21,4,"0",0
949171,951,7,22,1,"13",0
949172,951,7,23,4,"0",0
949173,951,7,24,9,"13",0
949174,951,7,25,6,"5X",0
949175,951,7,26,1,"14",0
949176,951,7,27,1,"15",0
949177,951,7,28,3,"0",0
949178,951,7,29,7,"15",0
949179,951,7,30,1,"25",0
949180,951,7,31,4,"0",0
949181,951,7,32,4,"0",0
949182,951,7,33,4,"0",0
949183,951,7,34,4,"0",0
949184,951,7,35,3,"0",0
949185,951,7,36,1,"19",0
949186,951,7,37,1,"11",0
949187,951,7,38,1,"17",0
949188,951,7,39,7,"10",0
949189,951,8,10,6,"5",0
949190,951,8,11,1,"28",0
949191,951,8,12,1,"26",0
949192,951,8,13,2,"99",0
949193,951,8,14,1,"22",0
949194,951,8,15,4,"0",0
949195,951,8,16,9,"20",0
949196,951,8,17,7,"10",0
949197,951,8,18,1,"45",1
949198,951,8,19,9,"18",0
949199,951,8,20,6,"5X",0
949200,951,8,21,9,"24",0
949201,951,8,22,3,"0",0
949202,951,8,23,4,"0",0
949203,951,8,24,4,"0",0
949204,951,8,25,4,"0",0
949205,951,8,26,1,"30",1
949206,951,8,27,1,"23",0
949207,951,8,28,1,"29",0
949208,951,8,29,1,"42",0
949209,951,8,30,4,"0",0
949210,951,8,31,4,"0",0
949211,951,8,32,4,"0",0
949212,951,8,33,3,"0",0
949213,951,8,34,4,"0",0
949214,951,8,35,4,"0",0
949215,951,8,36,4,"0",0
949216,951,8,37,8,"21",0
949217,951,8,38,6,"15",0
949218,951,8,39,7,"5",0
949219,951,9,10,6,"5",0
949220,951,9,11,6,"15",0
949221,951,9,12,1,"15",0
949222,951,9,13,1,"4",1
949223,951,9,14,6,"5X",0
949224,951,9,15,1,"6",0
949225,951,9,16,4,"0",0
949226,951,9,17,8,"13",0
949227,951,9,18,1,"9",1
949228,951,9,19,1,"12",1
949229,951,9,20,7,"10",0
949230,951,9,21,4,"0",0
949231,951,9,22,3,"0",0
949232,951,9,23,4,"0",0
949233,951,9,24,4,"0",0
949234,951,9,25,4,"0",0
949235,951,9,26,4,"0",0
949236,951,9,27,1,"16",1
949237,951,9,28,1,"3",1
949238,951,9,29,9,"23",0
949239,951,9,30,1,"13",1
949240,951,9,31,1,"11",0
949241,951,9,32,4,"0",0
949242,951,9,33,4,"0",0
949243,951,9,34,4,"0",0
949244,951,9,35,1,"8",1
949245,951,9,36,1,"5",0
949246,951,9,37,3,"0",0
949247,951,9,38,7,"5",0
949248,951,9,39,1,"50",0
949249,951,10,1,14,"3",0
949250,951,10,2,14,"4",0
949251,951,10,3,1,"0",0
949252,951,10,4,1,"1",0
949253,951,10,5,14,"-1",0
949254,951,11,1,14,"1",0
949255,951,11,2,1,"0",0
949256,951,11,3,1,"0",0
949257,951,11,4,14,"9",0
949258,951,11,5,1,"7",0
949259,951,12,1,1,"0",0
949260,951,12,2,14,"2",0
949261,951,12,3,14,"1",0
949262,951,12,4,1,"8",0
949263,951,12,5,5,"-2",0
949264,951,13,1,1,"2",0
949265,951,13,2,1,"0",0
949266,951,13,3,1,"0",0
949267,951,13,4,14,"8",0
949268,951,13,5,14,"8",0
949269,951,14,1,14,"0",0
949270,951,14,2,1,"-1",0
949271,951,14,3,1,"0",0
949272,951,14,4,4,"0",0
949273,951,14,5,14,"22",0
949274,951,15,1,1,"0",0
949275,951,15,2,14,"5",0
949276,951,15,3,4,"0",0
949277,951,15,4,1,"6",0
949278,951,15,5,14,"6",0
949279,951,16,1,1,"0",0
949280,951,16,2,1,"3",0
949281,951,16,3,4,"0",0
949282,951,16,4,1,"8",0
949283,951,16,5,3,"0",0
949284,951,17,1,1,"0",0
949285,951,17,2,4,"0",0
949286,951,17,3,1,"0",0
949287,951,17,4,14,"44",0
949288,951,17,5,16,"99",0
949289,951,18,1,1,"0",0
949290,951,18,2,1,"0",0
949291,951,18,3,1,"4",0
949292,951,18,4,9,"3",0
949293,951,18,5,14,"18",0
949294,951,19,1,1,"0",0
949295,951,19,2,1,"-2",0
949296,951,19,3,14,"0",0
949297,951,19,4,14,"4",0
949298,951,19,5,14,"6",0
949299,951,20,1,1,"0",0
949300,951,20,2,14,"0",0
949301,951,20,3,1,"-3",0
